수집날짜,뉴스 보도 날짜,수집국가,제목,내용,링크,언론사
2025-12-19 17:33:28,2025-12-19T06:30:00+09:00,ja,直面した悩み…会社員とペアは両立できる？　坂本花織の親友の選択,"はてなブックマークでシェアする

Xでシェアする

Facebookでシェアする

メールでシェアする

[PR]

誘いは突然だった。

5月の終わり、休日の夕方に神戸の家でゆっくりしていた。

籠谷歩未（あゆみ）（25）=木下アカデミー=のスマホにLINEのメッセージが届いた。

「良かったら、ペアやりませんか」

本田ルーカス剛史（つよし）（23）=木下アカデミー=からだった。

同志社大フィギュアスケート部時代は仲が良かった。兵庫代表として、国体（現・国民スポーツ大会）の少年の部に一緒に出たこともある。ただ、社会人になってからやり取りはなかった。

驚いた。「私でもいいの？」と戸惑いもあった。

まず返事を考えなくてはいけない。

小中高と同じ学校の親友、坂本花織（25）=シスメックス=に相談することにした。ちょうど、坂本はカナダ滞在中。現地は午前2、3時ごろ。

「起きてる？」と聞くと、起きていた。

籠谷は中3と高1の時、ペア…",http://www.asahi.com/articles/ASTDL35ZFTDLPTQP004M.html?ref=rss,아사히 신문
2025-12-19 17:33:30,2025-12-18T21:10:09+09:00,ja,逆さまだった「ハッピーバースデー」　りくりゅう、大満足の誕生日,"はてなブックマークでシェアする

[PR]

来年2月のミラノ・コルティナ冬季オリンピック（五輪）の代表最終選考会を兼ねたフィギュアスケートの全日本選手権が19日、東京・国立代々木競技場で開幕する。

「りくりゅう」こと、ペアの三浦璃来・木原龍一組（木下グループ）は18日の公式練習は欠席したが、その後の開会式には参加。抽選会では2番滑走が決まった。

開会式後の報道陣との主なやり取りは以下の通り。

――グランプリ（GP）ファイナルからどう調整してきたんでしょうか。

木原 「ファイナルを終えてから疲労感が強かったので、追い込んだ練習をするより疲労を回復することをメインに過ごしていました」

――公式練習を見送ったのも疲労回復が理由ですか？

木原 「今日はちょっと練習時間を取りたかったのと、まだ（リンクに）氷を張って間もないかなって思っていたので」

「あと、代々木で（の大会出場は）4回目なので。ファイナル（の会場）は（初めて滑る名古屋市の）IGアリーナで少し不安があったんですけど、代々木はもう天井の見え方だったり、そういったものをある程度把握できています。先週あまり追い込んでいない分、しっかりと調整した方がいいかなということで練習してきました」

――来年2月の五輪までは、これが最後の試合になりますか？

三浦 「まだ分からないです」

――フリーは今季ノーミスでは滑っていません。全日本に向けての課題は？

木原 「けがをしないこと。去年はファイナルで（三浦選手が）肩を脱臼して、どちらかと言えば怖さの中でやらないといけない状況。難しいものがありました」

「今回、体の状態というのは、けがをしていない状態ですので、久しぶりに楽しくやれるかな」

――12月17日は三浦選手の誕生日。お祝いはしましたか？

三浦 「元々、なんて言うん…",http://www.asahi.com/articles/ASTDL3V34TDLUTQP01KM.html?ref=rss,아사히 신문
2025-12-19 17:33:31,2025-12-18T19:30:00+09:00,ja,「小園選手と中心選手に」　広島2位の斉藤投手、地元からスポーツ賞,"[PR]

プロ野球の広島東洋カープにドラフト2位で入団した亜細亜大学4年の斉藤汰直（たいち）投手（22）に、出身地の兵庫県宝塚市が16日、市民スポーツ賞を贈った。「小さい頃からの夢がかなった。子どもたちに憧れられる選手になりたい」と抱負を語った。

斉藤投手は、同市立小浜小学校1年生の時、野球を始めた。高校球児だった父の影響だった。

宝塚中学校を経て尼崎市の県立武庫荘総合高校に進んだが、甲子園のマウンドには立てなかった。「甲子園は近い球場でしたが、本当に遠い目標でした。でも、その目標をチームで追いかけた。難しいことやしんどいこともありましたが、あの3年間が僕の今の成長を支えてくれていると思います」と振り返る。

後輩の高校球児には「甲子園はひとつの目標だが、すべてではない。どういった野球選手になりたいかという目標が決まっていれば、高校野球が終わってからも、野球を愛しながら、しんどい練習に耐えられると思うので頑張ってほしい」とエールを送った。

亜大では1年生から東都大学リーグ戦に登板した。先発完投型の本格右腕として、大学日本代表選手にも選ばれ、今年7月の日米大学野球選手権でも活躍した。

プロ1年目の目標は「2桁勝利」ときっぱり言った。「気持ちの入った投球を全面に出して、まずは開幕ローテーションをつかみ取れるように、キャンプからしっかりアピールしたい」

広島には、同じ宝塚市出身で今年、首位打者に輝いた小園海斗選手（報徳学園高校出身）がいる。「小園選手と並ぶカープの中心選手になりたい。ストレートが相手バッターに印象を残せる球でないと、プロの世界で通用しないと思うので、そこは突き詰めていきたい」と力強く語った。",http://www.asahi.com/articles/ASTDL32KWTDLPIHB00SM.html?ref=rss,아사히 신문
2025-12-19 17:33:32,2025-12-18T19:16:19+09:00,ja,堤幸彦さんがアジア大会の開閉会式の総監督に　平和を願う演出めざす,"[PR]

2026年9～10月に愛知県内を中心に開催されるアジア競技大会について、組織委員会は18日、開会式と閉会式の総合演出を担当する総監督に、名古屋市出身で映画監督の堤幸彦さん（70）が決まったと発表した。「最先端のテクノロジーを駆使した華やかで一体感ある、世界に誇れる演出をしたい」と意気込んでいる。

2023年の中国・杭州大会閉会式では、県内の紹介映像を、バイオリニストの葉加瀬太郎さんや歌舞伎俳優の中村勘九郎さんらと協力して制作した。堤さんは「開閉会式の会場となる（現在改築中の）瑞穂の競技場は、中学時代に運動会を行った場所。どんなスタジアムになるのか、今から楽しみ」と心待ちにする。「地元で開催されることを聞き、何か役に立てることがあればと思っていた。アジアの平和を願いながら、各国の皆さんを温かく迎える開閉会式にする」とのメッセージを出した。

アジア大会の開会式は9月19日、閉会式は10月4日の予定。",http://www.asahi.com/articles/ASTDL36T9TDLOIPE01FM.html?ref=rss,아사히 신문
2025-12-19 17:33:34,2025-12-18T18:39:28+09:00,ja,フィギュア、三原舞依が今季限りで引退へ　四大陸選手権で2度優勝,"はてなブックマークでシェアする

[PR]

フィギュアスケート女子の三原舞依（26）=シスメックス=が18日、今季限りで競技から引退することを明らかにした。19日に開幕する全日本選手権に向けた公式練習の際、報道陣の取材に応じた。

三原は神戸市出身。2017年と22年の四大陸選手権で優勝し、同年のグランプリ（GP）ファイナルでも頂点に立った。

ただ、病気やけがによる長期の離脱を経験。これまで、オリンピック（五輪）出場には届かなかった。

今季は集大成として位置づけていたと振り返る。

「まだまだ上をめざしていきたいという思いがすごく強いのと同時に、（体が）ついてこないもどかしさがあった」

引退後は、アイスショーの出演や振付師、指導者の道に進むことを考えているという。

「18年間、こうしてスケートができていることに感謝しながら、全日本で出し切りたい」と三原。「これからの人生をかけて、『ありがとうございます』という思いをお届けできるようなスケートをしていきたい」と話した。",http://www.asahi.com/articles/ASTDL33GFTDLUTQP018M.html?ref=rss,아사히 신문
2025-12-19 17:33:35,2025-12-19T17:19:56+09:00,ja,シェア縮小のドコモを救うか　「ドコモSMTBネット銀行」を発表,"[PR]

NTTドコモと三井住友信託銀行（SMTB）は19日、共同出資する住信SBIネット銀行を「ドコモSMTBネット銀行」に社名変更すると発表した。携帯電話契約のシェア縮小が続くドコモは、銀行を切り札に本業での巻き返しを図る。

新社名への変更は来年8月。住信SBIは、SMTBとSBIホールディングスが約34%ずつ株式を保有していたが、今年5月にドコモが買収を発表。ドコモが株式公開買い付け（TOB）などでSBIの保有株を含む約66%を取得し、今年10月に連結子会社化した。

この日、記者会見を開いた3社は、協力強化のため住信SBIの資本再編を行うことも明らかにした。SMTBが計800億円を追加で投じ、ドコモから株式譲渡を受けるなどして住信SBIへの出資を10%ほど増やす。今月25日以降の出資比率はドコモ約55%、三井住友信託約45%になる。

ドコモの前田義晃社長は新社名について「あえて奇をてらわない社名としたのは、三井住友信託銀行とドコモが一丸となって経営にコミットし、新たな銀行のさらなる成長を目指す決意の証しだ」と説明した。

携帯大手で唯一、グループ内…",http://www.asahi.com/articles/ASTDM2PCGTDMULFA01NM.html?ref=rss,아사히 신문
2025-12-19 17:33:37,2025-12-19T17:16:34+09:00,ja,【解説人語】政策金利0.75％に利上げ　物価高抑える効果はあるか,"日本銀行が12月の金融政策決定会合で、政策金利を0.75％に利上げしました。背景にはどんな判断があったのでしょうか。

利上げによって円高になり、輸入物価は下がるのか。住宅ローンや預金金利など、生活への影響は。今後も利上げは続くのか。

日銀利上げは「慎重すぎる」か「仕方がない」か　専門家の見方割れる

長期金利2.020%に上昇、26年ぶり高水準　利上げと財政懸念で

利上げで変わるあなたの「お金」　住宅ローンに預金、物価は…即解説

【そもそも解説】利上げの仕組みと今後の行方　カギは「中立金利」

募る「無責任な放漫財政」の懸念　高市政権は「責任」を果たせるのか

タワマンが被災したら？備えは？　首都直下地震では被害想定に入らず

高速入り口に「右へ進め！」巨大看板　逆走事故の現場、対策が完了

電源の切れた「命綱」、ドアノブが外れ　夫婦死亡の高級サウナで何が

彼女の両親にあいさつ3日後、ヒグマに襲われ死亡　男性の両親明かす

「つり目」騒動の背景は　フィンランド識者が語る「偽りの好印象」

「つり目」騒動の背景は　フィンランド識者が語る「偽りの好印象」

フィンランド首相、日本語で謝罪　「つり目」騒動で「心からおわび」

「黒マツダ」「あえて売らない」　減りゆく新車販売、再起かける業界

フィンランド、ミスや国会議員つり目投稿　くり返されるアジア人差別

官邸幹部「日本は核兵器保有すべき」　政権内の議論は「ない」と説明330

引き揚げ時の性暴力を告発　映画「黒川の女たち」監督に女性文化賞198

「気候変動は人権の問題」450人が国を訴える　「対策義務に違反」121

官邸幹部「日本は核兵器保有すべき」　政権内の議論は「ない」と説明215

電源の切れた「命綱」、ドアノブが外れ　夫婦死亡の高級サウナで何が37
",http://www.asahi.com/articles/ASTDM2JC1TDMDIFI005M.html?ref=rss,아사히 신문
2025-12-19 17:33:38,2025-12-19T16:36:27+09:00,ja,日銀が利上げ決定　政策金利0.75%、30年ぶり高水準に,"[PR]

日本銀行は19日の金融政策決定会合で、1月以来、7会合ぶりに利上げし、政策金利を0.75%程度に引き上げると決めた。米国の関税政策が経済に与える影響は限定的で、来年の春闘でも高い賃上げが続くと判断した。経済と物価の状況に応じ、今後も利上げを続ける姿勢だ。

銀行間でやり取りする短期資金の金利（無担保コール翌日物）の誘導目標を0.5%程度から0.75%程度に引き上げる。9人の政策委員が全員一致で決めた。政策金利が公定歩合だった1995年9月以来、30年ぶりの高い水準となる。住宅ローンの変動金利や企業の借入金利、預金金利などが幅広く上がることになる。

日銀は1月に利上げして以降、米国の関税政策の影響を見極めるなどとして、追加利上げを見送ってきた。植田和男総裁は前回10月の会合後、関税をめぐる不透明感が低下したとした上で、利上げに向けて「来年の春闘に向けた初動のモメンタム（勢い）」を確かめる考えを示した。今月1日の講演では企業の賃上げ姿勢などを確認して「（12月会合で）利上げの是非を判断したい」と述べた。

「来年もしっかりとした賃上げが実施される」

日銀は今月15日に本支店を通じた企業の賃上げ動向の調査を公表。高水準だった今年度と比べ、33の本支店のうち2は「上回る」、29は「横ばい」との回答が得られた。堅調な企業収益や人手不足を背景に、大半が高い賃上げが続くと見込んでいることが示された。

12月の全国企業短期経済観測調査（短観）でも、代表的な指標である大企業・製造業の業況判断指数（DI）が3期連続で改善し、利上げの判断を支えた。

日銀は利上げを決めた19日に公表した文書で、「来年は、今年に続き、しっかりとした賃上げが実施される可能性が高く、企業の積極的な賃金設定行動が途切れるリスクは低いと考えられる」と説明。物価の影響を除いた実質金利は大幅なマイナスが続くとした上で、「緩和的な金融環境は維持されるため、引き続き経済活動をしっかりとサポートしていく」と強調した。

植田総裁が会見 中立金利の下限には「まだ距離」

11月の消費者物価上昇率は…",http://www.asahi.com/articles/ASTDL2HFVTDLULFA00GM.html?ref=rss,아사히 신문
2025-12-19 17:33:39,2025-12-19T15:57:27+09:00,ja,【解説人語】高市政権で初の税制改正　年収の壁、防衛増税…注目点は,"【解説人語】高市政権で初の税制改正、税調のラスボスを「更迭」 防衛増税、年収の壁…ポイントは？

[PR]

高市早苗政権で初めてとなる税制改正に向けて、与党が2026年度の税制改正大綱をまとめました。自動車の税制や所得税など、私たちの暮らしに直結する話題です。

税制改正の議論の中心となっているのは、自民党の税制調査会、略して「税調」です。8年間にわたって税調会長を務めた宮沢洋一氏を「更迭」するなど、高市氏主導で大幅に幹部が入れ替わり、自民党内の決定プロセスも注目されていました。

防衛増税、年収の壁など、税制改正のポイントについて、経済部の筒井竜平記者が解説します。",http://www.asahi.com/articles/ASTDL31TPTDLDIFI014M.html?ref=rss,아사히 신문
2025-12-19 17:33:40,2025-12-19T15:39:10+09:00,ja,診療報酬、「本体」3.09%引き上げ方針　3%超は30年ぶり,"[PR]

治療や検査の対価として医療機関に支払われる診療報酬の来年度の改定をめぐり、政府は19日、医療者の人件費などに回る「本体」部分の改定率をプラス3.09%にする方針を固めた。3%を超えるのは、3.4%だった1996年度の改定以来、30年ぶり。

高市早苗首相が19日午後、首相官邸で片山さつき財務相、上野賢一郎厚生労働相と協議し、厚労省側が提案した改定率で合意した。

診療報酬は、診察や手術、検査といった公的医療保険の医療サービスに対して国が設定した価格。医療機関の主要な収入源で、2年に1度見直される。次回は来年6月の予定で、年末までに全体としてどのくらい増減させるか改定率を決めることになっていた。

2014年度以降、本体部分の改定率は1%を下回る状況が続いていた。24年度の前回も0.88%にとどまり、近年の物価高騰や賃上げに対応できず、赤字に陥る医療機関が増加。医療団体は大幅な引き上げを求めていた。",http://www.asahi.com/articles/ASTDM23CVTDMUTFL00ZM.html?ref=rss,아사히 신문
2025-12-19 17:33:42,2025-12-19T15:55:59+09:00,ja,「年収の壁」引き上げによる減税額は？　税制改正大綱のポイント解説,"[PR]

2026年度の与党税制改正大綱がまとまった。電気自動車（EV）への課税強化など、自動車をめぐる税制を見直す。また、物価高などに対応するため、所得税がかかる年収の最低ラインの引き上げも盛り込んだ。暮らしにかかわる主な項目をまとめた。

税制改正大綱、主なポイント ① 自動車税

② 年収の壁

③ 防衛増税

④ 住宅ローン減税

⑤ NISA

⑥ 暗号資産

⑦ ふるさと納税

⑧ 超富裕層への課税

⑨ 高校生扶養控除

①自動車税 購入時にかかる課税を廃止

自動車を買うときにかかる自動車税の「環境性能割」は、2026年度から廃止する。国内で車の買い替えを促し、トランプ関税の逆風を受ける自動車産業を支える。

環境性能割は、燃費など環境への負荷に応じて支払う税。いまは、車を買うときに車両価格の0～3%を、消費税とは別に払う。

電気自動車（EV）には、新たな負担を求めるしくみを導入する。排気量に応じて払う自動車税の「種別割」（年2万5千～11万円）について、EVには重さに応じて課税するルールをつくる。

エンジンがないEVには、最も安い2万5千円が一律で適用されている。来年末までにEVの重さに応じた税額を決め、28年度から課税を始める。

さらに、28年5月からは、車検時に支払う「自動車重量税」について、EVとプラグインハイブリッド車は追加で課税する。重いほど上乗せ額も大きくする。税額は、エンジン車の所有者が平均的に負担しているガソリン税の金額をふまえて、来年末に決める。

EVはエンジン車よりも重い傾向があり、道路を傷めやすいとされる。インフラの維持・整備のためにも、相応の負担を求めるべきだとの指摘が出ていた。

エンジン車についても、重量税の負担が増える。重量税を安くする優遇措置「エコカー減税」の適用条件が来年5月から厳しくなるためだ。

②年収の壁 160万円から178万円に引き上げ

所得税がかかり始めるライン「年収の壁」は、160万円から178万円に引き上げる。物価高をふまえ、「基礎控除」と「給与所得控除」の最低額を4万円ずつ引き上げる。さらに、「178万円をめざす」とした自民、国民民主、公明の3党合意をもとに、基礎控除などを10万円上乗せする。

加えて、国民民主の意向をくみ、基礎控除の額は年収665万円以下の中所得層まで同じになるようにした。ただ、年収665万円を境に控除額が急減するいびつな構造となり、前後で手取りの逆転が起きる。

来年からは、物価に連動して控除額を調整する仕組みを導入するが、178万円のラインに達するまでは増額しない。

③防衛増税 所得税額に1％上乗せ

防衛費を増やす財源にあてるため、2027年から所得税を増税する。所得税額に１％を上乗せする「防衛特別所得税（仮称）」を新設する。そのかわりに、東日本大震災の復興財源として課している「復興特別所得税」の税率を2.1%から1.1%に引き下げ、当面は実質的な負担が増えないようにする。

政府は防衛費増額を決めた3年前、所得税、法人税、たばこ税を27年度までに増税して財源にあてると決めていた。このうち法人税、たばこ税は来年4月に増税を始めるが、所得増税はいつから実施するのか決まっていなかった。

復興特別所得税は、もともと…",http://www.asahi.com/articles/ASTDK2P9CTDKULFA02NM.html?ref=rss,아사히 신문
